disease_bn,symptoms_bn
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,ক্লান্ত_বোধ|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা|মানসিক_অস্থিরতা
সাধারণ সর্দি,ক্লান্ত_বোধ|তীব্র_জ্বর|চোখ_লাল_হওয়া|পেশী_ব্যথা|মাথা_ব্যথা|বুকে_ব্যথা|কফ্|কাশি|সর্দি|একটানা_হাঁচি|ঠান্ডা|রক্তজমা
ডাইমরফিক হেমোরয়েডস (পাইলস),মলদ্বারে_জ্বালা|রক্তাক্ত_মল|পায়ু_অঞ্চলে_ব্যথা|মলত্যাগের_সময়_ব্যথা|কোষ্ঠকাঠিন্য
ডাইমরফিক হেমোরয়েডস (পাইলস),মলদ্বারে_জ্বালা|রক্তাক্ত_মল|পায়ু_অঞ্চলে_ব্যথা|মলত্যাগের_সময়_ব্যথা
ডাইমরফিক হেমোরয়েডস (পাইলস),মলদ্বারে_জ্বালা|রক্তাক্ত_মল|পায়ু_অঞ্চলে_ব্যথা|কোষ্ঠকাঠিন্য
ডাইমরফিক হেমোরয়েডস (পাইলস),মলদ্বারে_জ্বালা|রক্তাক্ত_মল|মলত্যাগের_সময়_ব্যথা|কোষ্ঠকাঠিন্য
ডাইমরফিক হেমোরয়েডস (পাইলস),মলদ্বারে_জ্বালা|পায়ু_অঞ্চলে_ব্যথা|মলত্যাগের_সময়_ব্যথা|কোষ্ঠকাঠিন্য
ডাইমরফিক হেমোরয়েডস (পাইলস),রক্তাক্ত_মল|পায়ু_অঞ্চলে_ব্যথা|মলত্যাগের_সময়_ব্যথা|কোষ্ঠকাঠিন্য
ভ্যারিকোস ভেইন,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|কালশিটে_পড়া
ভ্যারিকোস ভেইন,ওজন_বৃদ্ধি|কালশিটে_পড়া
ভ্যারিকোস ভেইন,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|কালশিটে_পড়া
ভ্যারিকোস ভেইন,ওজন_বৃদ্ধি|ক্লান্ত_বোধ
ভ্যারিকোস ভেইন,ক্লান্ত_বোধ|কালশিটে_পড়া
ভ্যারিকোস ভেইন,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|কালশিটে_পড়া
ভ্যারিকোস ভেইন,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|কালশিটে_পড়া
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|ফোলা|শরীর_ঠান্ডা_হয়ে_যাওয়া|মেজাজের_তীব্র_পরিবর্তন
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|ফোলা|শরীর_ঠান্ডা_হয়ে_যাওয়া|মেজাজের_তীব্র_পরিবর্তন
হাইপোথাইরয়েডিজম,ক্লান্ত_বোধ|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|ফোলা|শরীর_ঠান্ডা_হয়ে_যাওয়া|মেজাজের_তীব্র_পরিবর্তন
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|ফোলা|মেজাজের_তীব্র_পরিবর্তন
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|ফোলা|শরীর_ঠান্ডা_হয়ে_যাওয়া
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|ফোলা|শরীর_ঠান্ডা_হয়ে_যাওয়া|মেজাজের_তীব্র_পরিবর্তন
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|অস্বাভাবিক_ঋতুস্রাব|ফোলা|শরীর_ঠান্ডা_হয়ে_যাওয়া|মেজাজের_তীব্র_পরিবর্তন
হাইপোথাইরয়েডিজম,ওজন_বৃদ্ধি|ক্লান্ত_বোধ|মাথা_ঘোরা|অস্বাভাবিক_ঋতুস্রাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,অধিক_ক্ষুধা|ওজন_কমা|ক্লান্ত_বোধ|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপারথাইরয়েডিজম,ওজন_কমা|ক্লান্ত_বোধ|দ্রুত_নাড়ি_স্পন্দন|অস্বাভাবিক_ঋতুস্রাব|ডায়রিয়া|ঘাম_হওয়া|পেশীর_দুর্বলতা|মেজাজের_তীব্র_পরিবর্তন
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|পেট_ফোলা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব|ঘাম_হওয়া|উদ্বেগ
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|পেট_ফোলা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব|ঘাম_হওয়া|উদ্বেগ
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|পেট_ফোলা|মাথা_ব্যথা|বমি_বমি_ভাব|ঘাম_হওয়া|উদ্বেগ
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|কথা_জড়িয়ে_আসা|পেট_ফোলা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব|ঘাম_হওয়া|উদ্বেগ
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|পেট_ফোলা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব|ঘাম_হওয়া
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব|উদ্বেগ
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|পেট_ফোলা|বমি|বমি_বমি_ভাব|ঘাম_হওয়া|উদ্বেগ
হাইপোগ্লাইসেমিয়া,অধিক_ক্ষুধা|ক্লান্ত_বোধ|কথা_জড়িয়ে_আসা|বমি|মাথা_ব্যথা|ঘাম_হওয়া|উদ্বেগ
অস্টিওআর্থারাইটিস,জয়েন্টে_ব্যথা|হাটতে_অক্ষমতা|ঘাড়_ব্যথা
অস্টিওআর্থারাইটিস,হাটতে_অক্ষমতা|ঘাড়_ব্যথা
অস্টিওআর্থারাইটিস,জয়েন্টে_ব্যথা|হাটতে_অক্ষমতা
অস্টিওআর্থারাইটিস,জয়েন্টে_ব্যথা|হাটতে_অক্ষমতা|ঘাড়_ব্যথা
অস্টিওআর্থারাইটিস,জয়েন্টে_ব্যথা|হাটতে_অক্ষমতা|ঘাড়_ব্যথা
অস্টিওআর্থারাইটিস,জয়েন্টে_ব্যথা|হাটতে_অক্ষমতা|ঘাড়_ব্যথা
অস্টিওআর্থারাইটিস,জয়েন্টে_ব্যথা|ঘাড়_ব্যথা
(ভারটিগো) প্যারোয়মসাল পজিশনাল ভার্টিগো,ভারসাম্য_হারা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব
(ভারটিগো) প্যারোয়মসাল পজিশনাল ভার্টিগো,ভারসাম্য_হারা|মাথা_ব্যথা|বমি_বমি_ভাব
(ভারটিগো) প্যারোয়মসাল পজিশনাল ভার্টিগো,ভারসাম্য_হারা|বমি|বমি_বমি_ভাব
(ভারটিগো) প্যারোয়মসাল পজিশনাল ভার্টিগো,ভারসাম্য_হারা|বমি|মাথা_ব্যথা
(ভারটিগো) প্যারোয়মসাল পজিশনাল ভার্টিগো,বমি|মাথা_ব্যথা|বমি_বমি_ভাব
(ভারটিগো) প্যারোয়মসাল পজিশনাল ভার্টিগো,ভারসাম্য_হারা|বমি|মাথা_ব্যথা|বমি_বমি_ভাব
ব্রণ,ফুসকুড়ি|পুঁজ_ভরা_পিম্পল
ব্রণ,পুঁজ_ভরা_পিম্পল
ব্রণ,ফুসকুড়ি
ব্রণ,ফুসকুড়ি|পুঁজ_ভরা_পিম্পল
মূত্রনালীর সংক্রমণ,প্রস্রাবে_জ্বলন
মূত্রনালীর সংক্রমণ,প্রস্রাবে_জ্বলন
মূত্রনালীর সংক্রমণ,প্রস্রাবে_জ্বলন
মূত্রনালীর সংক্রমণ,প্রস্রাবে_জ্বলন
সোরিয়াসিস,নখে_ছোট_ছিদ্র|শুষ্ক_ত্বক|জয়েন্টে_ব্যথা
সোরিয়াসিস,নখে_ছোট_ছিদ্র|শুষ্ক_ত্বক|ফুসকুড়ি
সোরিয়াসিস,নখে_ছোট_ছিদ্র|শুষ্ক_ত্বক|ফুসকুড়ি|জয়েন্টে_ব্যথা
সোরিয়াসিস,নখে_ছোট_ছিদ্র|ফুসকুড়ি|জয়েন্টে_ব্যথা
সোরিয়াসিস,শুষ্ক_ত্বক|ফুসকুড়ি|জয়েন্টে_ব্যথা
সোরিয়াসিস,নখে_ছোট_ছিদ্র|শুষ্ক_ত্বক|ফুসকুড়ি|জয়েন্টে_ব্যথা
ইমপেটিগো,তীব্র_জ্বর|ফুসকুড়ি|ফোস্কা|র‍্যাশ
ইমপেটিগো,তীব্র_জ্বর|ফোস্কা|র‍্যাশ
ইমপেটিগো,ফুসকুড়ি|ফোস্কা|র‍্যাশ
ইমপেটিগো,তীব্র_জ্বর|ফুসকুড়ি|র‍্যাশ
ইমপেটিগো,তীব্র_জ্বর|ফুসকুড়ি|ফোস্কা
